94153,"Photographic and film processors",370,150,70,80,4
94200,"Motor vehicle assemblers, inspectors and testers",1010,430,150,280,4
94201,"Electronics assemblers, fabricators, inspectors and testers",1280,500,170,330,4
94202,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",360,170,60,120,4
94203,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",70,20,10,10,4
94204,"Mechanical assemblers and inspectors",900,400,160,240,4
94205,"Machine operators and inspectors, electrical apparatus manufacturing",110,50,10,40,4
94210,"Furniture and fixture assemblers, finishers, refinishers and inspectors",1590,480,120,360,4
94211,"Assemblers and inspectors of other wood products",1050,240,-10,250,4
94212,"Plastic products assemblers, finishers and inspectors",270,90,20,70,4
94213,"Industrial painters, coaters and metal finishing process operators",1610,610,160,440,4
94219,"Other products assemblers, finishers and inspectors",2430,870,240,630,4
95100,"Labourers in mineral and metal processing",1090,330,70,250,5
95101,"Labourers in metal fabrication",1450,360,40,320,5
95102,"Labourers in chemical products processing and utilities",730,290,90,190,5
95103,"Labourers in wood, pulp and paper processing",5100,920,-310,1230,5
95104,"Labourers in rubber and plastic products manufacturing",510,150,60,90,5
95105,"Labourers in textile processing and cutting",520,230,80,150,5
95106,"Labourers in food and beverage processing",14220,6230,2370,3860,5
95107,"Labourers in fish and seafood processing",720,370,120,250,5
95109,"Other labourers in processing, manufacturing and utilities",8120,2680,870,1810,5
