"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
396,"6434","Ticket Agents, Cargo Service Representatives and Related Clerks (Except Airline)",Agents/agentes à la billetterie et représentants/représentantes du service en matière de fret et personnel assimilé (sauf transport aérien),,G714,4,392,2006,,,
397,"6435",Hotel Front Desk Clerks,Réceptionnistes d'hôtel,,G715,4,392,2006,,,
398,"644",Tour and Recreational Guides and Casino Occupations,Guides touristiques et personnel préposé au jeu dans les casinos,,G72,3,387,2006,,,
399,"6441",Tour and Travel Guides,Guides touristiques et guides itinérants/guides itinérantes,,G721,4,398,2006,,,
400,"6442",Outdoor Sport and Recreational Guides,Guides d'activités récréatives et sportives de plein air,,G722,4,398,2006,,,
401,"6443",Casino Occupations,Personnel préposé au jeu dans les casinos,,G723,4,398,2006,,,
402,"645",Occupations in Food and Beverage Service,Personnel des services des aliments et boissons,,G51,3,387,2006,,,
403,"6451",Maîtres d'hôtel and Hosts/Hostesses,Maîtres d'hôtel et hôtes/hôtesses,,G511,4,402,2006,,,
404,"6452",Bartenders,Barmans/barmaids,,G512,4,402,2006,,,
405,"6453",Food and Beverage Servers,Serveurs/serveuses d'aliments et de boissons,,G513,4,402,2006,,,
406,"646",Other Occupations in Protective Service,Personnel des services de protection,,G62,3,387,2006,,,
407,"6461",Sheriffs and Bailiffs,Shérifs et huissiers/huissières de justice,,G621,4,406,2006,,,
408,"6462",Correctional Service Officers,Agents/agentes de services correctionnels,,G622,4,406,2006,,,
409,"6463","By-Law Enforcement and Other Regulatory Officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",,G623,4,406,2006,,,
410,"6464",Occupations Unique to the Armed Forces,Personnel exclusif aux Forces armées,,G624,4,406,2006,,,
411,"6465",Other Protective Service Occupations,Autre personnel de services de protection,,G625,4,406,2006,,,
412,"647",Childcare and Home Support Workers,Personnel de soutien familial et de garderie,,G81,3,387,2006,,,
413,"6471","Visiting Homemakers, Housekeepers and Related Occupations","Aides familiaux/aides familiales, aides de maintien à domicile et personnel assimilé",,G811,4,412,2006,,,
414,"6472",Elementary and Secondary School Teacher Assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,,G812,4,412,2006,,,
415,"6474","Babysitters, Nannies and Parents' Helpers","Gardiens/gardiennes d'enfants, gouvernants/gouvernantes et aides aux parents",,G814,4,412,2006,,,
416,"648",Other Occupations in Personal Service,Autre personnel des soins personnalisés,,G92,3,387,2006,,,
417,"6481","Image, Social and Other Personal Consultants","Conseillers/conseillères imagistes, conseillers mondains/conseillères mondaines et autres conseillers/conseillères en soins personnalisés",,G921,4,416,2006,,,
418,"6482","Estheticians, Electrologists and Related Occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",,G922,4,416,2006,,,
419,"6483",Pet Groomers and Animal Care Workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux,,G923,4,416,2006,,,
420,"6484",Other Personal Service Occupations,Autre personnel des soins personnalisés,,G924,4,416,2006,,,
421,"66",Elemental Sales and Service Occupations,Personnel élémentaire de la vente et des services,,,2,359,2006,,,
422,"661",Cashiers,Caissiers/caissières,,G31,3,421,2006,,,
423,"6611",Cashiers,Caissiers/caissières,,G311,4,422,2006,,,
424,"662",Other Sales and Related Occupations,Autre personnel de la vente et personnel assimilé,,G97,3,421,2006,,,
425,"6621",Service station attendants,Préposés/préposées de stations-service,,G971,4,424,2006,,,
426,"6622","Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins",,G972,4,424,2006,,,
427,"6623",Other sales related occupations,Autre personnel assimilé des ventes,,G973,4,424,2006,,,
428,"664","Food Counter Attendants, Kitchen Helpers and Related Occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel assimilé dans les services alimentaires",,G96,3,421,2006,,,
429,"6641","Food Counter Attendants, Kitchen Helpers and Related Occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel assimilé",,G961,4,428,2006,,,
430,"665",Security Guards and Related Occupations,Gardiens/gardiennes de sécurité et personnel assimilé,,G63,3,421,2006,,,
431,"6651",Security Guards and Related Occupations,Gardiens/gardiennes de sécurité et personnel assimilé,,G631,4,430,2006,,,
432,"666",Cleaners,Nettoyeurs/nettoyeuses,,G93,3,421,2006,,,
433,"6661",Light Duty Cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers,,G931,4,432,2006,,,
434,"6662",Specialized Cleaners,Nettoyeurs spécialisés/nettoyeuses spécialisées,,G932,4,432,2006,,,
435,"6663","Janitors, Caretakers and Building Superintendents",Concierges et concierges d'immeubles,,G933,4,432,2006,,,
436,"667","Other Occupations in Travel, Accommodation, Amusement and Recreation","Autre personnel des services de voyage, d'hébergement, de loisirs et de parcs d'attractions",,G73,3,421,2006,,,
437,"6671","Operators and Attendants in Amusement, Recreation and Sport","Opérateurs/opératrices et préposés/préposées aux sports, aux loisirs et dans les parcs d'attractions",,G731,4,436,2006,,,
438,"6672",Other Attendants in Accommodation and Travel,Autres préposés/préposées en hébergement et en voyage,,G732,4,436,2006,,,
439,"668",Other Elemental Service Occupations,Personnel élémentaire des services personnels,,G98,3,421,2006,,,
440,"6681",Dry Cleaning and Laundry Occupations,Personnel de blanchisseries et d'établissements de nettoyage à sec,,G981,4,439,2006,,,
441,"6682","Ironing, Pressing and Finishing Occupations","Repasseurs/repasseuses, presseurs/presseuses et finisseurs/finisseuses",,G982,4,439,2006,,,
442,"6683",Other Elemental Service Occupations,Autre personnel élémentaire de services personnels,,G983,4,439,2006,,,
443,"7","Trades, Transport and Equipment Operators and Related Occupations","Métiers, transport et machinerie",,,1,,2006,,,
444,"72",Trades and Skilled Transport and Equipment Operators,Personnel des métiers et personnel spécialisé dans la conduite du matériel de transport et de la machinerie,,,2,443,2006,,,
445,"721","Contractors and Supervisors, Trades and Related Workers",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses du personnel des métiers et du personnel assimilé,,H01,3,444,2006,,,
446,"7211","Supervisors, Machinists and Related Occupations",Contremaîtres/contremaîtresses des machinistes et du personnel assimilé,,H011,4,445,2006,,,
447,"7212","Contractors and Supervisors, Electrical Trades and Telecommunications Occupations",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en électricité et en télécommunications,,H012,4,445,2006,,,
448,"7213","Contractors and Supervisors, Pipefitting Trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en tuyauterie,,H013,4,445,2006,,,
449,"7214","Contractors and Supervisors, Metal Forming, Shaping and Erecting Trades","Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses du formage, façonnage et montage des métaux",,H014,4,445,2006,,,
450,"7215","Contractors and Supervisors, Carpentry Trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en charpenterie,,H015,4,445,2006,,,
451,"7216","Contractors and Supervisors, Mechanic Trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en mécanique,,H016,4,445,2006,,,
452,"7217","Contractors and Supervisors, Heavy Construction Equipment Crews",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des équipes de construction lourde,,H017,4,445,2006,,,
453,"7218","Supervisors, Printing and Related Occupations",Surveillants/surveillantes de l'imprimerie et du personnel assimilé,,H018,4,445,2006,,,
454,"7219","Contractors and Supervisors, Other Construction Trades, Installers, Repairers and Servicers",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,,H019,4,445,2006,,,
455,"722","Supervisors, Railway and Motor Transportation Occupations",Surveillants/surveillantes du personnel des transports ferroviaire et routier,,H02,3,444,2006,,,
456,"7221","Supervisors, Railway Transport Operations",Surveillants/surveillantes des opérations du transport ferroviaire,,H021,4,455,2006,,,
457,"7222","Supervisors, Motor Transport and Other Ground Transit Operators",Surveillants/surveillantes du transport routier et du transport en commun,,H022,4,455,2006,,,
458,"723",Machinists and Related Occupations,Machinistes et personnel assimilé,,H31,3,444,2006,,,
459,"7231",Machinists and machining and tooling inspectors,Machinistes et vérificateurs/vérificatrices d'usinage et d'outillage,,H311,4,458,2006,,,
460,"7232",Tool and die makers,Outilleurs-ajusteurs/outilleuses-ajusteuses,,H312,4,458,2006,,,
461,"724",Electrical Trades and Telecommunication Occupations,Électriciens/électriciennes et monteurs/monteuses de lignes d'électricité et de télécommunications,,H21,3,444,2006,,,
462,"7241",Electricians (except industrial and power system),Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques),,H211,4,461,2006,,,
463,"7242",Industrial electricians,Électriciens industriels/électriciennes industrielles,,H212,4,461,2006,,,
464,"7243",Power system electricians,Électriciens/électriciennes de réseaux électriques,,H213,4,461,2006,,,
465,"7244",Electrical power line and cable workers,Monteurs/monteuses de lignes électriques et de câbles,,H214,4,461,2006,,,
466,"7245",Telecommunications line and cable workers,Monteurs/monteuses de lignes et de câbles de télécommunications,,H215,4,461,2006,,,
467,"7246",Telecommunications installation and repair workers,Installateurs/installatrices et réparateurs/réparatrices de matériel de télécommunications,,H216,4,461,2006,,,
468,"7247",Cable television service and maintenance technicians,Techniciens/techniciennes en montage et en entretien d'installations de câblodistribution,,H217,4,461,2006,,,
469,"725","Plumbers, Pipefitters and Gas Fitters","Plombiers/plombières, tuyauteurs/tuyauteuses et monteurs/monteuses d'installations au gaz",,H11,3,444,2006,,,
470,"7251",Plumbers,Plombiers/plombières,,H111,4,469,2006,,,
471,"7252","Steamfitters, pipefitters and sprinkler system installers","Tuyauteurs/tuyauteuses, monteurs/monteuses d'appareils de chauffage et poseurs/poseuses de gicleurs",,H112,4,469,2006,,,
472,"7253",Gas fitters,Monteurs/monteuses d'installations au gaz,,H113,4,469,2006,,,
473,"726","Metal Forming, Shaping and Erecting Trades","Personnel des métiers du formage, du profilage et du montage du métal",,H32,3,444,2006,,,
474,"7261",Sheet Metal Workers,Tôliers/tôlières,,H321,4,473,2006,,,
475,"7262",Boilermakers,Chaudronniers/chaudronnières,,H322,4,473,2006,,,
476,"7263",Structural Metal and Platework Fabricators and Fitters,Assembleurs/assembleuses et ajusteurs/ajusteuses de plaques et de charpentes métalliques,,H323,4,473,2006,,,
477,"7264",Ironworkers,Monteurs/monteuses de charpentes métalliques,,H324,4,473,2006,,,
478,"7265",Welders and Related Machine Operators,Soudeurs/soudeuses et opérateurs/opératrices de machines à souder et à braser,,H326,4,473,2006,,,
479,"7266",Blacksmiths and Die Setters,Forgerons/forgeronnes et monteurs/monteuses de matrices,,H325,4,473,2006,,,
480,"727",Carpenters and Cabinetmakers,Charpentiers/charpentières et ébénistes,,H12,3,444,2006,,,
481,"7271",Carpenters,Charpentiers-menuisiers/charpentières-menuisières,,H121,4,480,2006,,,
482,"7272",Cabinetmakers,Ébénistes,,H122,4,480,2006,,,
483,"728",Masonry and Plastering Trades,Personnel de maçonnerie et de plâtrage,,H13,3,444,2006,,,
484,"7281",Bricklayers,Briqueteurs-maçons/briqueteuses-maçonnes,,H131,4,483,2006,,,
485,"7282",Concrete finishers,Finisseurs/finisseuses de béton,,H132,4,483,2006,,,
486,"7283",Tilesetters,Carreleurs/carreleuses,,H133,4,483,2006,,,
487,"7284","Plasterers, drywall installers and finishers and lathers","Plâtriers/plâtrières, poseurs/poseuses et finisseurs/finisseuses de systèmes intérieurs et latteurs/latteuses",,H134,4,483,2006,,,
488,"729",Other Construction Trades,Autre personnel des métiers de la construction,,H14,3,444,2006,,,
489,"7291",Roofers and shinglers,Couvreurs/couvreuses et poseurs/poseuses de bardeaux,,H141,4,488,2006,,,
490,"7292",Glaziers,Vitriers/vitrières,,H142,4,488,2006,,,
491,"7293",Insulators,Calorifugeurs/calorifugeuses,,H143,4,488,2006,,,
492,"7294",Painters and decorators (except interior decorators),Peintres et décorateurs/décoratrices (sauf décorateurs/décoratrices d'intérieur),,H144,4,488,2006,,,
493,"7295",Floor covering installers,Poseurs/poseuses de revêtements d'intérieur,,H145,4,488,2006,,,
494,"73",Trades and Skilled Transport and Equipment Operators,Personnel des métiers et personnel spécialisé dans la conduite du matériel de transport et de la machinerie,,,2,443,2006,,,
495,"731",Machinery and Transportation Equipment Mechanics (Except Motor Vehicle),Mécaniciens/mécaniciennes de machinerie et d'équipement de transport (sauf véhicules automobiles),,H41,3,494,2006,,,
496,"7311",Construction millwrights and industrial mechanics,Mécaniciens/mécaniciennes de chantier et mécaniciens industriels/mécaniciennes industrielles,,H411,4,495,2006,,,
497,"7312",Heavy-duty equipment mechanics,Mécaniciens/mécaniciennes d'équipement lourd,,H412,4,495,2006,,,
498,"7313","Heating, refrigeration and air conditioning mechanics","Mécaniciens/mécaniciennes en chauffage, réfrigération et climatisation",,H413,4,495,2006,,,
499,"7314",Railway carmen/women,Réparateurs/réparatrices de wagons,,H414,4,495,2006,,,
500,"7315",Aircraft mechanics and aircraft inspectors,Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs,,H415,4,495,2006,,,
501,"7316",Machine fitters,Ajusteurs/ajusteuses de machines,,H416,4,495,2006,,,
502,"7317",Textile Machinery Mechanics and Repairers,Mécaniciens/mécaniciennes et monteurs/monteuses de machines dans l'industrie du textile,,H417,4,495,2006,,,
503,"7318",Elevator constructors and mechanics,Constructeurs/constructrices et mécaniciens/mécaniciennes d'ascenseurs,,H418,4,495,2006,,,
504,"732",Automotive Service Technicians,Mécaniciens/mécaniciennes de véhicules automobiles,,H42,3,494,2006,,,
505,"7321","Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus",,H421,4,504,2006,,,
506,"7322",Motor vehicle body repairers,Débosseleurs/débosseleuses et réparateurs/réparatrices de carrosserie,,H422,4,504,2006,,,
507,"733",Other Mechanics,Autres mécaniciens/mécaniciennes,,H43,3,494,2006,,,
508,"7331",Oil and solid fuel heating mechanics,Installateurs/installatrices de brûleurs à l'huile et à combustibles solides,,H431,4,507,2006,,,
509,"7332",Appliance servicers and repairers,Réparateurs/réparatrices et préposés/préposées à l'entretien d'appareils,,H432,4,507,2006,,,
510,"7333",Electrical mechanics,Électromécaniciens/électromécaniciennes,,H433,4,507,2006,,,
511,"7334","Motorcycle, all-terrain vehicle and other related mechanics","Mécaniciens/mécaniciennes de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",,H434,4,507,2006,,,
512,"7335",Other small engine and small equipment repairers,Autres réparateurs/réparatrices de petits moteurs et de petits équipements,,H435,4,507,2006,,,
513,"734","Upholsterers, Tailors, Shoe Repairers, Jewellers and Related Occupations","Tapissiers-garnisseurs/tapissières-garnisseuses, tailleurs/tailleuses, cordonniers/cordonnières, bijoutiers/bijoutières et personnel assimilé",,H51,3,494,2006,,,
514,"7341",Upholsterers,Tapissiers-garnisseurs/tapissières-garnisseuses,,H511,4,513,2006,,,
515,"7342","Tailors, Dressmakers, Furriers and Milliners","Tailleurs/tailleuses, couturiers/couturières, fourreurs/fourreuses et modistes",,H512,4,513,2006,,,
516,"7343",Shoe Repairers and Shoemakers,Cordonniers/cordonnières et fabricants/fabricantes de chaussures,,H513,4,513,2006,,,
517,"7344","Jewellers, Watch Repairers and Related Occupations","Bijoutiers/bijoutières, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé",,H514,4,513,2006,,,
518,"735",Stationary Engineers and Power Station and System Operators,Mécaniciens/mécaniciennes de machines fixes et opérateurs/opératrices de centrales et de réseaux électriques,,H22,3,494,2006,,,
519,"7351",Stationary Engineers and Auxiliary Equipment Operators,Mécaniciens/mécaniciennes de machines fixes et opérateurs/opératrices de machines auxiliaires,,H221,4,518,2006,,,
520,"7352",Power Systems and Power Station Operators,Opérateurs/opératrices de centrales et de réseaux électriques,,H222,4,518,2006,,,
521,"736",Train Crew Operating Occupations,Personnel des opérations du transport ferroviaire,,H72,3,494,2006,,,
522,"7361",Railway and yard locomotive engineers,Mécaniciens/mécaniciennes de locomotive et de cour de triage,,H721,4,521,2006,,,
523,"7362",Railway conductors and brakemen/women,Chefs de train et serre-freins,,H722,4,521,2006,,,
524,"737","Crane Operators, Drillers and Blasters","Grutiers/grutières, foreurs/foreuses et dynamiteurs/dynamiteuses",,H62,3,494,2006,,,
525,"7371",Crane operators,Grutiers/grutières,,H621,4,524,2006,,,
526,"7372","Drillers and blasters - surface mining, quarrying and construction","Foreurs/foreuses et dynamiteurs/dynamiteuses de mines à ciel ouvert, de carrières et de chantiers de construction",,H622,4,524,2006,,,
527,"7373",Water well drillers,Foreurs/foreuses de puits d'eau,,H623,4,524,2006,,,
528,"738","Printing Press Operators, Commercial Divers and Other Trades and Related Occupations, n.e.c.","Personnel de l'imprimerie, scaphandriers/scaphandrières, autre personnel des métiers et personnel assimilé, n.c.a.",,H52,3,494,2006,,,
529,"7381",Printing press operators,Opérateurs/opératrices de presses à imprimer,,H521,4,528,2006,,,
530,"7382",Commercial Divers,Scaphandriers/scaphandrières,,H522,4,528,2006,,,
531,"7383",Other Trades and Related Occupations,Autre personnel spécialisé des métiers,,H523,4,528,2006,,,
532,"74","Intermediate Occupations in Transport, Equipment Operation, Installation and Maintenance","Personnel intermédiaire en transport, en machinerie, en installation et en réparation",,,2,443,2006,,,
533,"741",Motor Vehicle and Transit Drivers,Conducteurs/conductrices de véhicules automobiles et opérateurs/opératrices de transport en commun,,H71,3,532,2006,,,
534,"7411",Truck Drivers,Conducteurs/conductrices de camions,,H711,4,533,2006,,,
535,"7412","Bus Drivers, Subway Operators and Other Transit Operators",Conducteurs/conductrices d'autobus et opérateurs/opératrices de métro et autres transports en commun,,H712,4,533,2006,,,
536,"7413",Taxi and Limousine Drivers and Chauffeurs,"Chauffeurs/chauffeuses de taxi, chauffeurs/chauffeuses de limousine et chauffeurs/chauffeuses",,H713,4,533,2006,,,
537,"7414",Delivery and Courier Service Drivers,Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie,,H714,4,533,2006,,,
538,"742",Heavy Equipment Operators,Conducteurs/conductrices d'équipement lourd,,H61,3,532,2006,,,
539,"7421",Heavy Equipment Operators (Except Crane),Conducteurs/conductrices d'équipement lourd (sauf les grues),,H611,4,538,2006,,,
540,"7422",Public Works Maintenance Equipment Operators,Conducteurs/conductrices de machinerie d'entretien public,,H612,4,538,2006,,,
541,"743",Other Transport Equipment Operators and Related Workers,Autres conducteurs/conductrices de matériel de transport et personnel assimilé,,H73,3,532,2006,,,
542,"7431",Railway Yard Workers,Mécaniciens/mécaniciennes de gare de triage du transport ferroviaire,,H731,4,541,2006,,,
543,"7432",Railway Track Maintenance Workers,Ouvriers/ouvrières à l'entretien de la voie ferrée,,H732,4,541,2006,,,
544,"7433","Deck Crew, Water Transport",Matelots de pont du transport par voies navigables,,H733,4,541,2006,,,
545,"7434","Engine Room Crew, Water Transport",Matelots de salle des machines du transport par voies navigables,,H734,4,541,2006,,,
546,"7435",Lock and Cable Ferry Operators and Related Occupations,Personnel des écluses et des bacs à câble,,H735,4,541,2006,,,
547,"7436",Boat Operators,Propriétaires-exploitants/propriétaires-exploitantes de bateau à moteur,,H736,4,541,2006,,,
548,"7437",Air Transport Ramp Attendants,Agents/agentes de piste dans le transport aérien,,H737,4,541,2006,,,
549,"744","Other Installers, Repairers and Servicers","Personnel d'installation, de réparation et d'entretien",,H53,3,532,2006,,,
550,"7441",Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",,H531,4,549,2006,,,
551,"7442",Waterworks and gas maintenance workers,Personnel d'entretien des canalisations d'eau et de gaz,,H532,4,549,2006,,,
552,"7443",Automotive Mechanical Installers and Servicers,Préposés/préposées à la pose et à l'entretien des pièces mécaniques d'automobiles,,H533,4,549,2006,,,
553,"7444",Pest controllers and fumigators,Fumigateurs/fumigatrices et préposés/préposées au contrôle de la vermine,,H534,4,549,2006,,,
554,"7445",Other repairers and servicers,Autres réparateurs/réparatrices et préposés/préposées à l'entretien,,H535,4,549,2006,,,
555,"745",Longshore Workers and Material Handlers,Débardeurs/débardeuses et manutentionnaires,,H81,3,532,2006,,,
556,"7451",Longshore workers,Débardeurs/débardeuses,,H811,4,555,2006,,,
557,"7452",Material handlers,Manutentionnaires,,H812,4,555,2006,,,
558,"76","Trades Helpers, Construction Labourers and Related Occupations","Personnel de soutien des métiers, manoeuvres et aides d'entreprise en construction et autre personnel assimilé",,,2,443,2006,,,
559,"761",Trades Helpers and Labourers,Aides de soutien des métiers et manoeuvres en construction,,H82,3,558,2006,,,
560,"7611",Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction,,H821,4,559,2006,,,
561,"7612",Other trades helpers and labourers,Autres manoeuvres et aides de soutien de métiers,,H822,4,559,2006,,,
562,"762","Public Works and Other Labourers, n.e.c.","Manoeuvres aux travaux publics et personnel assimilé, n.c.a.",,H83,3,558,2006,,,
563,"7621",Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics,,H831,4,562,2006,,,
564,"7622",Railway and motor transport labourers,Manoeuvres dans le transport ferroviaire et routier,,H832,4,562,2006,,,
565,"8",Occupations Unique to Primary Industry,Secteur primaire,,,1,,2006,,,
566,"82",Skilled Occupations in Primary Industry,Personnel spécialisé du secteur primaire,,,2,565,2006,,,
567,"821","Supervisors, Logging and Forestry",Surveillants/surveillantes de l'exploitation forestière,,I11,3,566,2006,,,
568,"8211","Supervisors, logging and forestry",Surveillants/surveillantes de l'exploitation forestière,,I111,4,567,2006,,,
569,"822","Supervisors, Mining, Oil and Gas","Surveillants/surveillantes de l'exploitation des mines, du pétrole et du gaz",,I12,3,566,2006,,,
570,"8221","Supervisors, mining and quarrying",Surveillants/surveillantes de l'exploitation des mines et des carrières,,I121,4,569,2006,,,
571,"8222","Contractors and supervisors, oil and gas drilling and services",Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services reliés à l'extraction de pétrole et de gaz,,I122,4,569,2006,,,
572,"823","Underground Miners, Oil and Gas Drillers and Related Workers","Personnel du forage, des mines souterraines et de la production gazéifère et pétrolière",,I13,3,566,2006,,,
573,"8231",Underground production and development miners,"Mineurs/mineuses d'extraction et de préparation, mines souterraines",,I131,4,572,2006,,,
574,"8232","Oil and gas well drillers, servicers, testers and related workers",Foreurs/foreuses et personnel de mise à l'essai et des autres services reliés à l'extraction de pétrole et de gaz,,I132,4,572,2006,,,
575,"824",Logging Machinery Operators,Conducteurs/conductrices de machines d'abattage du bois,,I15,3,566,2006,,,
576,"8241",Logging machinery operators,Conducteurs/conductrices de machines d'abattage d'arbres,,I151,4,575,2006,,,
577,"825","Contractors, Operators and Supervisors in Agriculture, Horticulture and Aquaculture","Entrepreneurs/entrepreneuses, surveillants/surveillantes et exploitants/exploitantes en agriculture, en horticulture et en aquiculture",,I01,3,566,2006,,,
578,"8251",Farmers and Farm Managers,Exploitants/exploitantes agricoles et gestionnaires d'exploitations agricoles,,I011,4,577,2006,,,
579,"8252","Agricultural service contractors, farm supervisors and specialized livestock workers","Entrepreneurs/entrepreneuses de services agricoles, surveillants/surveillantes d'exploitations agricoles et ouvriers spécialisés/ouvrières spécialisées dans l'élevage",,I012,4,577,2006,,,
580,"8253",Farm Supervisors and Specialized Livestock Workers,Surveillants/surveillantes d'exploitations agricoles et ouvriers spécialisés/ouvrières spécialisées dans l'élevage du bétail,,I013,4,577,2006,,,
581,"8254",Nursery and Greenhouse Operators and Managers,Propriétaires-exploitants/propriétaires-exploitantes et gestionnaires de pépinière et de serre,,I014,4,577,2006,,,
582,"8255","Contractors and supervisors, landscaping, grounds maintenance and horticulture services","Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",,I015,4,577,2006,,,
583,"8256","Supervisors, Landscape and Horticulture",Surveillants/surveillantes de l'aménagement paysager et de l'horticulture,,I016,4,577,2006,,,
584,"8257",Aquaculture Operators and Managers,Propriétaires-exploitants/propriétaires-exploitantes d'entreprises aquicoles,,I017,4,577,2006,,,
585,"826",Fishing Vessel Masters and Skippers and Fishermen/women,Capitaines et officiers/officières de pêche et pêcheurs/pêcheuses,,I17,3,566,2006,,,
586,"8261",Fishing masters and officers,Capitaines et officiers/officières de bateaux de pêche,,I171,4,585,2006,,,
587,"8262",Fishermen/women,Pêcheurs indépendants/pêcheuses indépendantes,,I172,4,585,2006,,,
588,"84",Intermediate Occupations in Primary Industry,Personnel intermédiaire du secteur primaire,,,2,565,2006,,,
589,"841",Mine Service Workers and Operators in Oil and Gas Drilling,Personnel d'entretien des mines et du forage des puits de pétrole et de gaz,,I14,3,588,2006,,,
590,"8411",Underground mine service and support workers,Personnel d'entretien et de soutien des mines souterraines,,I141,4,589,2006,,,
591,"8412",Oil and gas well drilling and related workers and services operators,Personnel du forage et de l'entretien des puits de pétrole et de gaz et personnel assimilé,,I142,4,589,2006,,,
592,"842",Logging and Forestry Workers,Personnel de l'exploitation forestière,,I16,3,588,2006,,,
593,"8421",Chain saw and skidder operators,Opérateurs/opératrices de scies à chaîne et d'engins de débardage,,I161,4,592,2006,,,
594,"8422",Silviculture and forestry workers,Ouvriers/ouvrières en sylviculture et en exploitation forestière,,I162,4,592,2006,,,
595,"843",Agriculture and Horticulture Workers,Personnel en agriculture et en horticulture,,I02,3,588,2006,,,
596,"8431",General farm workers,Ouvriers/ouvrières agricoles,,I021,4,595,2006,,,
597,"8432",Nursery and greenhouse workers,Ouvriers/ouvrières de pépinières et de serres,,I022,4,595,2006,,,
598,"844",Other Fishing and Trapping Occupations,"Personnel de la pêche, de la chasse et du trappage",,I18,3,588,2006,,,
599,"8441",Fishing vessel deckhands,Matelots de pont sur les bateaux de pêche,,I181,4,598,2006,,,
600,"8442",Trappers and hunters,Trappeurs/trappeuses et chasseurs/chasseuses,,I182,4,598,2006,,,
601,"86",Labourers in Primary Industry,Personnel élémentaire du secteur primaire,,,2,565,2006,,,
602,"861",Primary Production Labourers,Personnel élémentaire de la production primaire,,I21,3,601,2006,,,
603,"8611",Harvesting labourers,Manoeuvres à la récolte,,I211,4,602,2006,,,
604,"8612",Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains,,I212,4,602,2006,,,
605,"8613",Aquaculture and marine harvest labourers,Manoeuvres de l'aquaculture et de la mariculture,,I213,4,602,2006,,,
606,"8614",Mine labourers,Manoeuvres des mines,,I214,4,602,2006,,,
607,"8615","Oil and gas drilling, servicing and related labourers","Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",,I215,4,602,2006,,,
608,"8616",Logging and forestry labourers,Manoeuvres de l'exploitation forestière,,I216,4,602,2006,,,
609,"9","Occupations Unique to Processing, Manufacturing and Utilities","Transformation, fabrication et services d'utilité publique",,,1,,2006,,,
610,"92","Processing, Manufacturing and Utilities Supervisors and Skilled Operators","Personnel de supervision et personnel spécialisé dans la transformation, la fabrication et les services d'utilité publique",,,2,609,2006,,,
611,"921","Supervisors, Processing Occupations",Surveillants/surveillantes dans les industries de transformation,,J01,3,610,2006,,,
612,"9211","Supervisors, mineral and metal processing",Surveillants/surveillantes dans la transformation des métaux et des minerais,,J011,4,611,2006,,,
613,"9212","Supervisors, petroleum, gas and chemical processing and utilities","Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique",,J012,4,611,2006,,,
614,"9213","Supervisors, food and beverage processing",Surveillants/surveillantes dans la transformation des aliments et des boissons,,J013,4,611,2006,,,
615,"9214","Supervisors, plastic and rubber products manufacturing",Surveillants/surveillantes dans la fabrication de produits en caoutchouc et en plastique,,J014,4,611,2006,,,
