CNP 2016 Code (3 chiffres),CNP 2016 Étiquette,CNP 2016 Niveau de compétence,CNP 2021 Code (4 chiffres),CNP 2021 Étiquette,CNP 2021 FÉER,Description
513,Professionnels / professionnelles des arts plastiques et des arts de la scène,A,5112,Professionnels / professionnelles des arts plastiques et des arts de la scène,1,"Le sous-groupe 513 a été divisé. Les groupes de base 5131 (maintenant 51120), 5132 (maintenant 51121) et 5133 (maintenant 51122) ont été déplacés du sous-groupe 513 au sous-groupe 5112."
,,,5312,Personnel des arts créatifs et de la scène,3,"Le sous-groupe 513 a été divisé. Les groupes de base 5134 (maintenant 51320), 5135 (maintenant 51321) et 5136 (maintenant 53122) ont été déplacés du sous-groupe 513 au sous-groupe 5312."
521,"Personnel technique des bibliothèques, des archives publiques, des musées et des galeries d'art",B,5210,Personnel technique des bibliothèques et des archives publiques,2,Le sous-groupe 521 a été divisé. Le groupe de base 5211 (maintenant 52100) a été déplacé du sous-groupe 521 au sous-groupe 5210.
,,,5310,Personnel des musées et des galeries d'art,3,Le sous-groupe 521 a été divisé. Le groupe de base 5212 (maintenant 53100) a été déplacé du sous-groupe 521 au sous-groupe 5310.
522,"Photographes, techniciens / techniciennes en graphisme et personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène",B,5211,"Personnel technique du cinéma, de la radiotélédiffusion et des arts de la scène",2,"Le sous-groupe 522 a été divisé. Les groupes de base 5222 (maintenant 52110), 5223 (maintenant 52111), 5224 (maintenant 52112), 5225 (maintenant 52113) et 5226 (maintenant 52119) ont été déplacés du sous-groupe 522 au sous-groupe 5211."
,,,5311,Photographes et personnel de soutien des arts et de la culture,3,Le sous-groupe 522 a été divisé. Les groupes de base 5221 (maintenant 53110) et 5227 (maintenant 53111) ont été déplacés du sous-groupe 522 au sous-groupe 5311.
523,"Annonceurs / annonceuses et autres artistes de spectacle, n.c.a.",B,5211,"Personnel technique du cinéma, de la radiotélédiffusion et des arts de la scène",2,Le sous-groupe 523 a été divisé. Le groupe de base 5231 (maintenant 52114) a été déplacé du sous-groupe 523 au sous-groupe 5211.
,,,5312,Personnel des arts créatifs et de la scène,3,Le sous-groupe 523 a été divisé.  Les appellations d'emploi liées aux spectacles de cirque ont été déplacés du sous-groupe 523 au sous-groupe 5132.
,,,5510,Personnel de soutien des arts et de la culture,5,Le sous-groupe 523 a été divisé. Le groupe de base 5232 (maintenant 55109) a été déplacé du sous-groupe 523 au sous-groupe 5510.
524,Concepteurs / conceptrices artistiques et artisans / artisanes,B,5212,Designers graphiques et d'intérieur,2,Le sous-groupe 524 a été divisé. Les groupes de base 5241 (maintenant 52120) et 5242 (maintenant 52121) ont été déplacés du sous-groupe 524 au sous-groupe 5212.
,,,6201,Superviseurs / superviseures des ventes - commerce de détail,2,"Le sous-groupe 524 a été divisé. Les appellations d'emploi ""superviseur / superviseure de concepteurs de présentoirs"" et ""surveillant / surveillante de la conception de présentoirs"" ont été déplacés du sous-groupe 524 au sous-groupe 6201."
,,,5312,Personnel des arts créatifs et de la scène,3,"Le sous-groupe 524 a été divisé. Les groupes de base 5243 (maintenant 53123), 5244 (maintenant 53124) et 5245 (maintenant 53125) ont été déplacés du sous-groupe 524 au sous-groupe 5312."
,,,6410,Vendeurs / vendeuses en commerce de détail et représentants / représentantes des ventes et des comptes en commerce de gros (non-technique),4,Le sous-groupe 524 a été divisé. Les appellations d'emploi liées aux vendeurs et décorateur-étalagistes en commerce de détail ont été déplacés du sous-groupe 524 au sous-groupe 6410.
525,"Athlètes, entraîneurs / entraîneuses, arbitres et personnel assimilé des sports et des loisirs",B,5320,"Athlètes, entraîneurs / entraîneuses, arbitres et personnel assimilé des sports et des loisirs",3,"Le sous-groupe 525 a été divisé. Les groupes de base 5251 (maintenant 53200), 5252 (maintenant 53201), et 5253 (maintenant 53202) ont été déplacés du sous-groupe 525 au sous-groupe 5320."
,,,5410,"Animateurs / animatrices et responsables de programmes de sports, de loisirs et de conditionnement physique",4,Le sous-groupe 525 a été divisé. Le groupe de base 5254 (maintenant 54100) a été déplacé du sous-groupe 525 au sous-groupe 5410.
621,Superviseurs / superviseures des ventes - commerce de détail,B,6201,Superviseurs / superviseures des ventes - commerce de détail,2,s.o.
622,Personnel technique spécialisé du commerce de gros et acheteurs / acheteuses du commerce de détail et de gros,B,7001,"Directeurs / directrices de la construction, de l'exploitation et de l'entretien d'immeubles",0,"Les appellations d'emploi ""directeur / directrice de district de silo à grains"", ""directeur / directrice de silo à grains"", et ""directeur adjoint / directrice adjointe d'élévateur à grains"" ont été déplacés du sous-groupe 622 au sous-groupe 7001."
,,,6210,Personnel technique spécialisé du commerce de gros et acheteurs / acheteuses du commerce de détail et de gros,,Les groupes de base 6221 (maintenant 62100) et 6222 (maintenant 62101) ont été déplacés du sous-groupe 622 au sous-groupe 6210.
,,,7510,Débardeurs / débardeuses et manutentionnaires,5,"L'appellation d'emploi ""agent / agente d'élévateur à grains"" a été déplacée du sous-groupe 622 au sous-groupe 7510."
623,"Personnel de l'assurance, de l'immobilier et des ventes financières",B,6310,"Personnel de l'assurance, de l'immobilier et des ventes financières",3,s.o.
631,Superviseurs / superviseures de services,B,6202,Superviseurs / superviseures de services,2,"Les groupes de base 6311 (maintenant 62020), 6312 (maintenant 62021), 6313 (maintenant 62022), 6314 (maintenant 62023), 6315 (maintenant 62024) et 6316 (maintenant 62029) ont été déplacés du sous-groupe 631 au sous-groupe 6202."
,,,6521,"Personnel de soutien en services d'hébergement, de voyage, de tourisme et de loisirs",5,"Les appellations d'emploi ""surveillant / surveillante de parc"", ""surveillant / surveillante de patinoire"", et ""surveillant / surveillante de terrain de camping"" ont été déplacés du sous-groupe 631 au sous-groupe 6521."
632,Chefs et cuisiniers / cuisinières,B,6220,Personnel spécialisées dans les services,2,Le sous-groupe 632 a été divisé. Le groupe de base 6321 (maintenant 62200) a été déplacé du sous-groupe 632 au sous-groupe 6220.
,,,6320,"Cuisiniers / cuisinières, bouchers / bouchères et boulangers-pâtissiers / boulangères-pâtissières",3,Le sous-groupe 632 a été divisé. Le groupe de base 6322 (maintenant 63200) a été déplacé du sous-groupe 632 au sous-groupe 6320.
633,Bouchers / bouchères et boulangers-pâtissiers / boulangères-pâtissières,B,6320,"Cuisiniers / cuisinières, bouchers / bouchères et boulangers-pâtissiers / boulangères-pâtissières",3,Le sous-groupe 633 a été divisé. Le groupe de base 6332 (maintenant 63202) et les appellations d'emploi liées aux bouchers ont été déplacés du sous-groupe 633 au sous-groupe 6320.
,,,6520,Personnel de soutien des aliments,5,Le sous-groupe 633 a été divisé. Les appellations d'emploi liées aux coupeurs de viande et poissonnerie ont été déplacés du sous-groupe 633 au sous-groupe 6520.
634,Personnel spécialisé en services personnels et en services à la clientèle,B,6220,Personnel spécialisées dans les services,2,Le sous-groupe 634 a été divisé. Les groupes de base 6344 (maintenant 62202) et 6346 (maintenant 62201) ont été déplacés du sous-groupe 634 au sous-groupe 6220.
,,,6321,Coiffeurs / coiffeuses et esthéticiens / esthéticiennes,3,Le sous-groupe 634 a été divisé. Le groupe de base 6341 (maintenant 63210) a été déplacé du sous-groupe 634 au sous-groupe 6321.
,,,6322,"Cordonniers / cordonnières, fabricants / fabricantes de chaussures et tapissiers-garnisseurs / tapissières-garnisseuses",3,Le sous-groupe 634 a été divisé. Les groupes de base 6343 (maintenant 63220) et 6345 (maintenant 63221) ont été déplacés du sous-groupe 634 au sous-groupe 6322.
,,,6420,Personnel des services personnels,4,Le sous-groupe 634 a été divisé. Le groupe de base 6342 (maintenant 64200) a été déplacé du sous-groupe 634 au sous-groupe 6420.
641,Représentants / représentantes des ventes et des comptes - commerce de gros (non-technique),C,6210,Personnel technique spécialisé du commerce de gros et acheteurs / acheteuses du commerce de détail et de gros,2,"Les appellations d'emploi ""négociant / négociante en grains"" et ""représentant / représentante des ventes de bétail - commerce de gros"" ont été déplacés du sous-groupe 641 au sous-groupe 6210."
,,,6410,Vendeurs / vendeuses en commerce de détail et représentants / représentantes des ventes et des comptes en commerce de gros (non-technique),4,Le groupe de base 6411 (maintenant 64101) a été déplacé du sous-groupe 641 au sous-groupe 6410.
642,Vendeurs / vendeuses - commerce de détail,C,6410,Vendeurs / vendeuses en commerce de détail et représentants / représentantes des ventes et des comptes en commerce de gros (non-technique),4,Étiquette modifiée.
651,Personnel des services des aliments et des boissons,C,6430,Personnel des services des aliments et des boissons,4,Le sous-groupe 651 a été divisé. Les groupes de base 6511 (maintenant 6430) et 6512 (maintenant 6430) ont été déplacés du sous-groupe 651 au sous-groupe 6430.
,,,6520,Personnel de soutien des aliments,5,Le sous-groupe 651 a été divisé. Le groupe de base 6513 (maintenant 65200) a été déplacé du sous-groupe 651 au sous-groupe 6520.
652,Personnel de l'hébergement et des voyages,C,6431,Personnel de l'hébergement et des voyages,5,s.o.
653,Personnel des services de tourisme et de loisirs,C,6432,Personnel des services de tourisme et de loisirs,4,s.o.
654,Agents / agentes de sécurité et personnel assimilé des services de sécurité,C,6441,Agents / agentes de sécurité et personnel assimilé des services de sécurité,4,Le groupe de base 6541 (maintenant 64410) a été déplacé du 654 au sous-groupe 6441.
,,,4510,"Surveillants / surveillantes d’élèves, brigadiers / brigadières et autres professions connexes",5,"Les appellations d'emploi ""Brigadier / brigadière scolaire"" et ""Brigadier / brigadière"" ont été déplacés du sous-groupe 654 au sous-groupe 4510."
,,,6532,Personnel de services de soutien et personnel assimilé,5,"L'appellation d'emploi ""Client mystère / cliente mystère"" a été déplacée du sous-groupe 654 au sous-groupe 6532."
655,Représentants / représentantes du service à la clientèle et de l'information,C,6440,Représentants / représentantes aux services à la clientèle et services d'information,4,Étiquette modifiée.
656,Autre personnel des services personnels,C,6321,Coiffeurs / coiffeuses et esthéticiens / esthéticiennes,3,Le sous-groupe 656 a été divisé. Le groupe de base 6562 (maintenant 63211) a été déplacé du sous-groupe 656 au sous-groupe 6321.
,,,6420,Personnel des services personnel,4,Le sous-groupe 656 a été divisé. Le groupe de base 6561 (maintenant 64201) a été déplacé du sous-groupe 656 au sous-groupe 6420.
,,,6522,Personnel de soutien dans les services personnels,5,Le sous-groupe 656 a été divisé. Le groupe de base 6563 (maintenant 65220) et 6564 (maintenant 65229) ont été déplacés du sous-groupe 656 au sous-groupe 6522.
661,Caissiers / caissières,D,6510,Caissiers / caissières et autres personnel de soutien aux ventes,5,Étiquette modifiée.
662,Autre personnel de soutien aux ventes et personnel assimilé,D,6510,Caissiers / caissières et autres personnel de soutien aux ventes,5,Étiquette modifiée.
671,"Serveurs / serveuses au comptoir, aides de cuisine et personnel de soutien assimilé",D,6520,Personnel de soutien des aliments,5,Étiquette modifiée.
672,"Personnel de soutien en services d'hébergement, de voyage et de loisirs",D,6521,"Personnel de soutien en services d'hébergement, de voyage, de tourisme et de loisirs",5,s.o.
673,Nettoyeurs / nettoyeuses,D,7320,"Préposés à l’entretien général d'édifice, d'installation et de réparation",3,Les appellations d'emploi liées aux surintendants d'immeuble et des travaux d'entretien ont été déplacés du sous-groupe 673 au sous-groupe 7320.
,,,6531,Nettoyeurs / nettoyeuses,5,"Les groupes de base 6731 (maintenant 65310), 6732 (maintenant 65311) et 6733 (maintenant 65312) ont été déplacés du sous-groupe 673 au sous-groupe 6531."
674,"Autres services de soutien et personnel assimilé, n.c.a.",D,6532,Personnel de services de soutien et personnel assimilé,5,Étiquette modifiée.
720,"Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses du personnel des métiers industriels, de la construction, de l'électricité et du personnel assimilé",B,7201,"Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses du personnel des métiers industriels, de la construction, de l'électricité et du personnel assimilé",2,L'étiquette anglaise de ce sous-groupe a été modifiée.
723,"Personnel des métiers d'usinage, du formage, du profilage et du montage du métal",B,7210,"Personnel des métiers d'usinage, du formage, du profilage et du montage du métal",2,L'étiquette anglaise de ce sous-groupe a été modifiée.
724,Électriciens / électriciennes et monteurs / monteuses de lignes d'électricité et de télécommunications,B,7220,Électriciens / électriciennes et monteurs / monteuses de lignes d'électricité et de télécommunications,2,L'étiquette anglaise de ce sous-groupe a été modifiée.
725,"Plombiers / plombières, tuyauteurs / tuyauteuses et monteurs / monteuses d'installations au gaz",B,7230,"Plombiers / plombières, tuyauteurs / tuyauteuses et monteurs / monteuses d'installations au gaz",2,s.o.
727,Charpentiers / charpentières et ébénistes,B,7231,Charpentiers / charpentières et ébénistes,2,s.o.
728,Personnel de maçonnerie et de plâtrage,B,7232,Briqueteurs-maçons / briqueteuses-maçonnes et calorifugeurs / calorifugeuses,2,Le sous-groupe 728 a été divisé. Le groupe de base 7281 (maintenant 72320) a été déplacé du sous-groupe 728 au sous-groupe 7232.
,,,7310,"Finisseurs / finisseuses de béton, carreleurs / carreleuses et plâtriers / plâtrières",3,"Le sous-groupe 728 a été divisé. Les groupes de base 7282 (maintenant 73100), 7283 (maintenant 73101) et 7284 (maintenant 73102) ont été déplacés du sous-groupe 728 au sous-groupe 7310."
729,Autre personnel des métiers de la construction,B,7232,Briqueteurs-maçons / briqueteuses-maçonnes et calorifugeurs / calorifugeuses,2,Le sous-groupe 729 a été divisé. Le groupe de base 7293 (maintenant 72321) a été déplacé du sous-groupe 729 au sous-groupe 7232.
,,,7311,"Couvreurs, vitriers, peintres, décorateurs et poseurs de revêtements de sol",3,"Le sous-groupe 729 a été divisé. Le groupe de base 7291 (maintenant 73110), 7292 (maintenant 73111), 7294 (maintenant 73112) et 7295 (maintenant 73113) ont été déplacés du sous-groupe 729 au sous-groupe 7311."
730,Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses du personnel des métiers d'entretien et des opérateurs d'équipement lourd et de transport,B,7202,Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses du personnel des métiers d'entretien et des opérateurs d'équipement lourd et de transport,2,L'étiquette anglaise de ce sous-groupe a été modifiée.
731,Mécaniciens / mécaniciennes de machinerie et d'équipement de transport (sauf véhicules automobiles),B,7240,Mécaniciens / mécaniciennes de machinerie et d'équipement de transport (sauf véhicules automobiles),2,N/A
732,Mécaniciens / mécaniciennes de véhicules automobiles,B,7241,Mécaniciens / mécaniciennes de véhicules automobiles,2,N/A
733,Autres mécaniciens / mécaniciennes et réparateurs / réparatrices connexes,B,7242,Mécaniciens / mécaniciennes de petits moteurs et d’équipements et réparateurs / réparatrices connexes (y compris composants électriques),2,Étiquette modifiée.
736,Personnel des opérations du transport ferroviaire,B,7331,Personnel des opérations du transport ferroviaire,3,s.o.
737,"Grutiers / grutières, foreurs / foreuses et dynamiteurs / dynamiteuses",B,7250,Grutiers / grutières et foreurs / foreuses de puits d'eau,2,Le sous-groupe 737 a été divisé. Les groupes de base 7371 (maintenant 72500) et 7373 (maintenant 72501) ont été déplacés du sous-groupe 737 au sous-groupe 7250.
,,,7340,"Opérateurs / opératrices, foreurs / foreuses et dynamiteurs / dynamiteuses",3,Le sous-groupe 737 a été divisé. Le groupe de base 7372 (maintenant 73402) a été déplacé du sous-groupe 737 au sous-groupe 7340.
,,,7511,Aides de soutien des métiers et manoeuvres,5,Le sous-groupe 737 a été divisé. Les appellations d'emploi liées au gréement ont été déplacés du sous-groupe 737 au sous-groupe 7511.
738,"Personnel de l'imprimerie, autre personnel des métiers et personnel assimilé, n.c.a.",B,7242,Mécaniciens / mécaniciennes de petits moteurs et d’équipements et réparateurs / réparatrices connexes (y compris composants électriques),2,"Le sous-groupe 738 a été divisé. Les appellations d'emploi liées aux loisirs et aux mécaniciens, réparateurs et techniciens de service de véhicules ont été déplacés du sous-groupe 738 au sous-groupe 7242."
,,,7299,Autres métiers techniques,2,Le sous-groupe 738 a été divisé. Le groupe de base 7384 (maintenant 72999) a été déplacé du sous-groupe 738 au sous-groupe 7299.
,,,7340,"Opérateurs / opératrices, foreurs / foreuses et dynamiteurs / dynamiteuses",3,Le sous-groupe 738 a été divisé. Le groupe de base 7381 (maintenant 73401) a été déplacé du sous-groupe 738 au sous-groupe 7340.
744,"Personnel d'installation, de réparation et d'entretien",C,2231,Personnel technique en génie électronique et électrique,2,"Le sous-groupe 744 a été divisé. L'appellation d'emploi ""technicien / technicienne de systèmes de sécurité"" a été déplacée du sous-groupe 744 au sous-groupe 2231."
,,,7320,"Préposés à l’entretien général d'édifice, d'installation et de réparation",3,"Le sous-groupe 744 a été divisé. Les groupes de base 7441 (maintenant 73200), 7444 (maintenant 73202) et 7445 (maintenant 73209) ont été déplacés du sous-groupe 744 au sous-groupe 7320."
,,,7420,"Opérateurs / opératrices de matériel de transport, personnel d'entretien des services publics et personnel d'entretien assimilé",4,Le sous-groupe 744 a été divisé. Le groupe de base 7442 (maintenant 74202) a été déplacé du sous-groupe 744 au sous-groupe 7420.
745,Débardeurs / débardeuses et manutentionnaires,C,7510,Débardeurs / débardeuses et manutentionnaires,5,s.o.
751,Conducteurs / conductrices de véhicules automobiles et de véhicules de transport en commun,C,7330,Conducteurs / conductrices de camions de transport et de véhicules de transport en commun,3,Le sous-groupe 751 a été divisé. Les groupes de base 7511 (maintenant 73300) et 7512 (maintenant 73301) ont été déplacés du sous-groupe 751 au sous-groupe 7330.
,,,7410,Personnel au courrier et à la distribution de messages,4,Le sous-groupe 751 a été divisé. Les appellations d'emploi liées aux chauffeurs de service de messagerie ont été déplacés du sous-groupe 751 au sous-groupe 7410.
,,,7520,"Chauffeurs / chauffeuses de taxi, de service personnel et de livraison",5,Le sous-groupe 751 a été divisé. Le groupe de base 7513 (maintenant 75200) et les appellations d'emploi liées aux distributeurs de porte-à-porte ont été déplacés du sous-groupe 751 au sous-groupe 7520.
752,Conducteurs / conductrices d'équipement lourd,C,7340,"Opérateurs / opératrices, foreurs / foreuses et dynamiteurs / dynamiteuses",3,Le sous-groupe 752 a été divisé. Le groupe de base 7521 (maintenant 73400) a été déplacé du sous-groupe 752 au sous-groupe 7340.
,,,7420,"Opérateurs / opératrices de matériel de transport, personnel d'entretien des services publics et personnel d'entretien assimilé",4,Le sous-groupe 752 a été divisé. Le groupe de base 7522 (maintenant 74204) a été déplacé du sous-groupe 752 au sous-groupe 7420.
753,Autres conducteurs / conductrices de matériel de transport et personnel d'entretien assimilé,C,7420,"Opérateurs / opératrices de matériel de transport, personnel d'entretien des services publics et personnel d'entretien assimilé",4,"Le sous-groupe 753 a été divisé. Les groupes de base 7531 (maintenant 74200), 7532 (maintenant 74201), 7534 (maintenant 74202) et 7535 (maintenant 74203) ont été déplacés du sous-groupe 753 au sous-groupe 7420."
,,,7521,Opérateurs / opératrices et manoeuvres de transport marin et par rail et personnel assimilé,5,Le sous-groupe 753 a été divisé. Le groupe de base 7533 (maintenant 75210) a été déplacé du sous-groupe 753 au sous-groupe 7521.
761,Aides de soutien des métiers et manoeuvres,D,7511,Aides de soutien des métiers et manoeuvres,5,s.o.
762,"Manoeuvres aux travaux publics et personnel assimilé, n.c.a.",D,7521,Opérateurs / opératrices et manoeuvres de transport marin et par rail et personnel assimilé,5,Étiquette modifiée.
821,Surveillants / surveillantes de l'exploitation forestière,B,8201,Surveillants / surveillantes de l'exploitation forestière,2,s.o.
822,"Entrepreneurs / entrepreneuses et surveillants / surveillantes de l'exploitation des mines, du pétrole et du gaz",B,8202,"Entrepreneurs / entrepreneuses et surveillants / surveillantes de l'exploitation des mines, du pétrole et du gaz",2,s.o.
823,"Personnel du forage, des mines souterraines et de l'extraction de pétrole et de gaz",B,8310,"Personnel du forage, des mines souterraines et de l'extraction de pétrole et de gaz",3,s.o.
824,Conducteurs / conductrices de machines d'abattage d'arbres,B,8311,Conducteurs / conductrices de machines d'abattage d'arbres,3,s.o.
825,"Entrepreneurs / entrepreneuses et surveillants / surveillantes en agriculture, en horticulture et opérations et services connexes",B,7260,Officiers / officières et contrôleurs / contrôleuses des services de transport,2,"L'appellation d'emploi ""entrepreneur / entrepreneuse de service de poudrage aérien des cultures"" a été déplacée du sous-groupe 825 au sous-groupe 7260."""
,,,8203,"Entrepreneurs / entrepreneuses et surveillants / surveillantes en agriculture, en horticulture et opérations et services connexes",2,Les groupes de base 8252 (maintenant 82030) et 8255 (maintenant 82031) ont été déplacés du sous-groupe 825 au sous-groupe 8203.
,,,8412,Travailleurs / travailleuses des métiers de l'agriculture et de la pêche,4,Les appellations d'emploi liées aux travaux d'élevage spécialisés ont été déplacés du sous-groupe 825 au sous-groupe 8412.
,,,8510,"Manœuvres agricoles, horticoles et à la récolte et personnel assimilé",5,"L'appellation d'emploi ""préposé / préposée de parc d'engraissement de troupeaux"" a été déplacée du sous-groupe 825 au sous-groupe 8510."
826,Capitaines de bateaux de pêche et pêcheurs / pêcheuses,B,8312,Capitaines de bâtiments de pêche et pêcheurs / pêcheuses,3,L'étiquette française de ce sous-groupe a été modifiée.
841,Personnel d'entretien des mines et du forage des puits de pétrole et de gaz,C,8410,Travailleurs / travailleuses d'entretien des mines et du forage des puits de pétrole et de gaz,4,L'étiquette française de ce sous-groupe a été modifiée.
842,Personnel de l'exploitation forestière,C,8411,Personnel de l'exploitation forestière,4,s.o.
843,Personnel en agriculture et en horticulture,C,8412,Travailleurs / travailleuses des métiers de l'agriculture et de la pêche,4,Les appellations d'emploi liées à l'exploitation de machines agricoles ont été déplacés du sous-groupe 843 au sous-groupe 8412.
,,,8510,"Manœuvres agricoles, horticoles et à la récolte et personnel assimilé",5,Les groupes de base 8431 (maintenant 85100 et 85101) et 8432 (maintenant 85103) ont été déplacés du sous-groupe 843 au sous-groupe 8510.
844,Autre personnel de la pêche et personnel du trappage et de la chasse,C,8412,Travailleurs / travailleuses des métiers de l'agriculture et de la pêche,4,Le sous-groupe 844 a été divisé. Le groupe de base 8441 (maintenant 84121) a été déplacé du sous-groupe 844 au sous-groupe 8412.
,,,8510,"Manœuvres agricoles, horticoles et à la récolte et personnel assimilé",5,Le sous-groupe 844 a été divisé. Le groupe de base 8442 (maintenant 85104) a été déplacé du sous-groupe 844 au sous-groupe 8510.
861,"Manoeuvres à la récolte, en aménagement paysager et en ressources naturelles",D,8510,"Manœuvres agricoles, horticoles et à la récolte et personnel assimilé",5,Le sous-groupe 861 a été divisé. Les groupes de base 8611 (maintenant 85101) et 8613 (maintenant 85102) ont été déplacés du sous-groupe 861 au sous-groupe 8510.
,,,8511,"Manoeuvres de mine, de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",5,Le sous-groupe 861 a été divisé. Les groupes de base 8614 (maintenant 85110) et 8615 (maintenant 85111) ont été déplacés du sous-groupe 861 au sous-groupe 8511.
,,,8512,Manœuvres de l'exploitation forestière et entretien des terrains,5,Le sous-groupe 861 a été divisé. Les groupes de base 5612 (maintenant 85121) et 5616 (maintenant 5120) ont été déplacés du sous-groupe 861 au sous-groupe 8512.
921,Surveillants / surveillantes dans la transformation et la fabrication,B,9201,Surveillants / surveillantes dans la transformation et la fabrication,,s.o.
922,Surveillants / surveillantes dans la fabrication et le montage,B,9202,Surveillants / surveillantes dans la fabrication et le montage,,s.o.
923,Opérateurs / opératrices de poste central de contrôle dans les procédés de transformation et de fabrication,B,9310,Opérateurs / opératrices de poste central de contrôle dans les procédés de transformation et de fabrication,,s.o.
924,Opérateurs / opératrices et contrôleurs / contrôleuses d'équipements d'utilités publiques,B,9210,Opérateurs / opératrices et contrôleurs / contrôleuses d'équipements d'utilités publiques,,s.o.
941,Opérateurs / opératrices de machines dans le traitement et la fabrication des métaux et des minerais et personnel assimilé,C,9410,Opérateurs / opératrices de machines dans le traitement et la fabrication des métaux et des minerais et personnel assimilé,,s.o.
942,"Opérateurs / opératrices de machines dans le traitement de produits chimiques, du caoutchouc et du plastique et personnel assimilé",C,9411,"Opérateurs / opératrices de machines dans le traitement de produits chimiques, du caoutchouc et du plastique et personnel assimilé",,"Les groupes de base 9421 (maintenant 94110), 9422 (maintenant 94111) et 9423 (maintenant 94112) ont été déplacés du sous-groupe 942 au sous-groupe 9411."
,,,9510,"Manoeuvres dans la transformation, la fabrication et les services d'utilité publique",,"L'appellation d'emploi ""aide-opérateur / aide-opératrice de four tubulaire"" a été déplacée du sous-groupe 942 au sous-groupe 9510."
943,Opérateurs / opératrices de machines dans la production des pâtes et papiers et dans la transformation et la fabrication du bois et personnel assimilé,C,9412,Opérateurs / opératrices de machines dans la production des pâtes et papiers et dans la transformation et la fabrication du bois et personnel assimilé,,s.o.
944,"Opérateurs / opératrices de machines dans la transformation et la confection de produits textiles, d'articles en tissu, en fourrure et en cuir et personnel assimilé",C,9413,"Opérateurs / opératrices de machines dans la transformation et la confection de produits textiles, d'articles en tissu, en fourrure et en cuir et personnel assimilé",,"Le sous-groupe 944 a été divisé. Les groupes de base 9441 (maintenant 94130), 9442 (maintenant 94131), 9446 (maintenant 94132) et 9447 (maintenant 94133) ont été déplacés du sous-groupe 944 au sous-groupe 9413."
,,,9510,"Manoeuvres dans la transformation, la fabrication et les services d'utilité publique",,"Le sous-groupe 944 a été divisé. Le groupe de base 9445 (maintenant 95105) et l'appellation d'emploi ""aide à la machine à imprimer les étoffes"" ont été déplacés du sous-groupe 944 au sous-groupe 9510."
946,Opérateurs / opératrices de machines et personnel assimilé dans la transformation des aliments et boissons et produits connexes,C,9414,Opérateurs / opératrices de machines et personnel assimilé dans la transformation des aliments et boissons et produits connexes,,s.o.
947,Opérateurs / opératrices d'équipement à imprimer et personnel assimilé,C,9415,Opérateurs / opératrices d'équipement à imprimer et personnel assimilé,,s.o.
952,"Monteurs / monteuses de matériel mécanique, électrique et électronique",C,9320,Monteurs / monteuses d'aéronefs et contrôleurs / contrôleuses de montage d'aéronefs,,Le sous-groupe 952 a été divisé. Le groupe de base 9521 (maintenant 93200) a été déplacé du sous-groupe 952 au sous-groupe 9320.
,,,9420,"Monteurs / monteuses et contrôleurs / contrôleuses de matériel mécanique, électrique et électronique",,"Le sous-groupe 952 a été divisé. Les groupes de base 9522 (maintenant 94200), 9523 (maintenant 94201), 9524 (maintenant 94202), 9525 (maintenant 94203), 9526 (maintenant 94204) et 9527 (maintenant 94205) ont été déplacés du sous-groupe 952 au sous-groupe 9420."
953,Autre personnel de montage et personnel assimilé,C,9421,"Monteurs / monteuses, finisseurs / finisseuses et inspecteurs / inspectrices de meubles, de bois, de plastique et d'autres produits",,Étiquette modifiée.
961,"Manoeuvres dans la transformation, la fabrication et les services d'utilité publique",B,9414,Opérateurs / opératrices de machines et personnel assimilé dans la transformation des aliments et boissons et produits connexes,,"L'appellation d'emploi ""écailleur / écailleuse de poissons - traitement du poisson"" a été déplacée du sous-groupe 961 au sous-groupe 9414."
,,,9510,"Manoeuvres dans la transformation, la fabrication et les services d'utilité publique",,"Les groupes de base 9611 (maintenant 95100), 9612 (maintenant 95101), 9613 (maintenant 95102), 9614 (maintenant 95103), 9615 (maintenant 95104), 9616 (maintenant 95105), 9617 (maintenant 95106), 9618 (maintenant 95107) et 9619 (maintenant 95109) ont été déplacés du sous-groupe 961 au sous-groupe 9510."
